Year,Borough,BoroSalesVolume,as.factor(Year),CitySalesVolume
2007.99,BKsv,12.23,2007.99,34.019999999999996
2007.99,MNsv,5.81,2007.99,34.019999999999996
2007.99,BXsv,7.29,2007.99,34.019999999999996
2007.99,QNsv,8.69,2007.99,34.019999999999996
2008.02,BKsv,12.23,2008.02,34.019999999999996
2008.02,MNsv,5.81,2008.02,34.019999999999996
2008.02,BXsv,7.29,2008.02,34.019999999999996
2008.02,QNsv,8.69,2008.02,34.019999999999996
2008.1,BKsv,11.37,2008.1,31.08
2008.1,MNsv,5.19,2008.1,31.08
2008.1,BXsv,6.57,2008.1,31.08
2008.1,QNsv,7.95,2008.1,31.08
2008.21,BKsv,11.37,2008.21,31.08
2008.21,MNsv,5.19,2008.21,31.08
2008.21,BXsv,6.57,2008.21,31.08
2008.21,QNsv,7.95,2008.21,31.08
2008.18,BKsv,11.37,2008.18,31.08
2008.18,MNsv,5.19,2008.18,31.08
2008.18,BXsv,6.57,2008.18,31.08
2008.18,QNsv,7.95,2008.18,31.08
2008.11,BKsv,11.37,2008.11,31.08
2008.11,MNsv,5.19,2008.11,31.08
2008.11,BXsv,6.57,2008.11,31.08
2008.11,QNsv,7.95,2008.11,31.08
2008.19,BKsv,10.6,2008.19,28.17
2008.19,MNsv,4.51,2008.19,28.17
2008.19,BXsv,5.85,2008.19,28.17
2008.19,QNsv,7.21,2008.19,28.17
2008.4,BKsv,10.6,2008.4,50.78
2008.4,MNsv,4.51,2008.4,50.78
2008.4,BXsv,5.85,2008.4,50.78
2008.4,QNsv,7.21,2008.4,50.78
2008.3,BKsv,10.6,2008.3,53.33000000000001
2008.3,MNsv,4.51,2008.3,53.33000000000001
2008.3,BXsv,5.85,2008.3,53.33000000000001
2008.3,QNsv,7.21,2008.3,53.33000000000001
2008.29,BKsv,9.84,2008.29,25.16
2008.29,MNsv,3.84,2008.29,25.16
2008.29,BXsv,5.17,2008.29,25.16
2008.29,QNsv,6.31,2008.29,25.16
2008.57,BKsv,9.84,2008.57,25.16
2008.57,MNsv,3.84,2008.57,25.16
2008.57,BXsv,5.17,2008.57,25.16
2008.57,QNsv,6.31,2008.57,25.16
2008.45,BKsv,9.84,2008.45,25.16
2008.45,MNsv,3.84,2008.45,25.16
2008.45,BXsv,5.17,2008.45,25.16
2008.45,QNsv,6.31,2008.45,25.16
2008.3,BKsv,9.84,2008.3,53.33000000000001
2008.3,MNsv,3.84,2008.3,53.33000000000001
2008.3,BXsv,5.17,2008.3,53.33000000000001
2008.3,QNsv,6.31,2008.3,53.33000000000001
2008.37,BKsv,9.1,2008.37,22.609999999999996
2008.37,MNsv,3.37,2008.37,22.609999999999996
2008.37,BXsv,4.58,2008.37,22.609999999999996
2008.37,QNsv,5.56,2008.37,22.609999999999996
2008.79,BKsv,9.1,2008.79,22.609999999999996
2008.79,MNsv,3.37,2008.79,22.609999999999996
2008.79,BXsv,4.58,2008.79,22.609999999999996
2008.79,QNsv,5.56,2008.79,22.609999999999996
2008.63,BKsv,9.1,2008.63,22.609999999999996
2008.63,MNsv,3.37,2008.63,22.609999999999996
2008.63,BXsv,4.58,2008.63,22.609999999999996
2008.63,QNsv,5.56,2008.63,22.609999999999996
2008.4,BKsv,9.1,2008.4,50.78
2008.4,MNsv,3.37,2008.4,50.78
2008.4,BXsv,4.58,2008.4,50.78
2008.4,QNsv,5.56,2008.4,50.78
2008.47,BKsv,8.35,2008.47,20.06
2008.47,MNsv,3.1,2008.47,20.06
2008.47,BXsv,3.85,2008.47,20.06
2008.47,QNsv,4.76,2008.47,20.06
2008.97,BKsv,8.35,2008.97,20.06
2008.97,MNsv,3.1,2008.97,20.06
2008.97,BXsv,3.85,2008.97,20.06
2008.97,QNsv,4.76,2008.97,20.06
2008.8,BKsv,8.35,2008.8,20.06
2008.8,MNsv,3.1,2008.8,20.06
2008.8,BXsv,3.85,2008.8,20.06
2008.8,QNsv,4.76,2008.8,20.06
2008.53,BKsv,8.35,2008.53,20.06
2008.53,MNsv,3.1,2008.53,20.06
2008.53,BXsv,3.85,2008.53,20.06
2008.53,QNsv,4.76,2008.53,20.06
2008.56,BKsv,7.61,2008.56,18.240000000000002
2008.56,MNsv,3.22,2008.56,18.240000000000002
2008.56,BXsv,3.48,2008.56,18.240000000000002
2008.56,QNsv,3.93,2008.56,18.240000000000002
2009.17,BKsv,7.61,2009.17,18.240000000000002
2009.17,MNsv,3.22,2009.17,18.240000000000002
2009.17,BXsv,3.48,2009.17,18.240000000000002
2009.17,QNsv,3.93,2009.17,18.240000000000002
2009,BKsv,7.61,2009,18.240000000000002
2009,MNsv,3.22,2009,18.240000000000002
2009,BXsv,3.48,2009,18.240000000000002
2009,QNsv,3.93,2009,18.240000000000002
2008.64,BKsv,7.61,2008.64,18.240000000000002
2008.64,MNsv,3.22,2008.64,18.240000000000002
2008.64,BXsv,3.48,2008.64,18.240000000000002
2008.64,QNsv,3.93,2008.64,18.240000000000002
2008.7,BKsv,6.84,2008.7,17.43
2008.7,MNsv,3.77,2008.7,17.43
2008.7,BXsv,3.67,2008.7,17.43
2008.7,QNsv,3.15,2008.7,17.43
2009.37,BKsv,6.84,2009.37,17.43
2009.37,MNsv,3.77,2009.37,17.43
2009.37,BXsv,3.67,2009.37,17.43
2009.37,QNsv,3.15,2009.37,17.43
2009.21,BKsv,6.84,2009.21,17.43
2009.21,MNsv,3.77,2009.21,17.43
2009.21,BXsv,3.67,2009.21,17.43
2009.21,QNsv,3.15,2009.21,17.43
2008.78,BKsv,6.84,2008.78,17.43
2008.78,MNsv,3.77,2008.78,17.43
2008.78,BXsv,3.67,2008.78,17.43
2008.78,QNsv,3.15,2008.78,17.43
2008.82,BKsv,6.1,2008.82,17.31
2008.82,MNsv,4.51,2008.82,17.31
2008.82,BXsv,4.32,2008.82,17.31
2008.82,QNsv,2.38,2008.82,17.31
2009.57,BKsv,6.1,2009.57,17.31
2009.57,MNsv,4.51,2009.57,17.31
2009.57,BXsv,4.32,2009.57,17.31
2009.57,QNsv,2.38,2009.57,17.31
2009.4,BKsv,6.1,2009.4,17.31
2009.4,MNsv,4.51,2009.4,17.31
2009.4,BXsv,4.32,2009.4,17.31
2009.4,QNsv,2.38,2009.4,17.31
2008.94,BKsv,6.1,2008.94,17.31
2008.94,MNsv,4.51,2008.94,17.31
2008.94,BXsv,4.32,2008.94,17.31
2008.94,QNsv,2.38,2008.94,17.31
2008.98,BKsv,5.37,2008.98,17.6
2008.98,MNsv,5.28,2008.98,17.6
2008.98,BXsv,5.09,2008.98,17.6
2008.98,QNsv,1.86,2008.98,17.6
2009.76,BKsv,5.37,2009.76,17.6
2009.76,MNsv,5.28,2009.76,17.6
2009.76,BXsv,5.09,2009.76,17.6
2009.76,QNsv,1.86,2009.76,17.6
2009.59,BKsv,5.37,2009.59,17.6
2009.59,MNsv,5.28,2009.59,17.6
2009.59,BXsv,5.09,2009.59,17.6
2009.59,QNsv,1.86,2009.59,17.6
2009.13,BKsv,5.37,2009.13,17.6
2009.13,MNsv,5.28,2009.13,17.6
2009.13,BXsv,5.09,2009.13,17.6
2009.13,QNsv,1.86,2009.13,17.6
2009.19,BKsv,4.98,2009.19,18.53
2009.19,MNsv,5.95,2009.19,18.53
2009.19,BXsv,5.8,2009.19,18.53
2009.19,QNsv,1.8,2009.19,18.53
2009.95,BKsv,4.98,2009.95,41.010000000000005
2009.95,MNsv,5.95,2009.95,41.010000000000005
2009.95,BXsv,5.8,2009.95,41.010000000000005
2009.95,QNsv,1.8,2009.95,41.010000000000005
2009.77,BKsv,4.98,2009.77,18.53
2009.77,MNsv,5.95,2009.77,18.53
2009.77,BXsv,5.8,2009.77,18.53
2009.77,QNsv,1.8,2009.77,18.53
2009.34,BKsv,4.98,2009.34,18.53
2009.34,MNsv,5.95,2009.34,18.53
2009.34,BXsv,5.8,2009.34,18.53
2009.34,QNsv,1.8,2009.34,18.53
2009.39,BKsv,5.12,2009.39,20.099999999999998
2009.39,MNsv,6.37,2009.39,20.099999999999998
2009.39,BXsv,6.52,2009.39,20.099999999999998
2009.39,QNsv,2.09,2009.39,20.099999999999998
2010.16,BKsv,5.12,2010.16,42.98999999999999
2010.16,MNsv,6.37,2010.16,42.98999999999999
2010.16,BXsv,6.52,2010.16,42.98999999999999
2010.16,QNsv,2.09,2010.16,42.98999999999999
2009.97,BKsv,5.12,2009.97,20.099999999999998
2009.97,MNsv,6.37,2009.97,20.099999999999998
2009.97,BXsv,6.52,2009.97,20.099999999999998
2009.97,QNsv,2.09,2009.97,20.099999999999998
2009.54,BKsv,5.12,2009.54,20.099999999999998
2009.54,MNsv,6.37,2009.54,20.099999999999998
2009.54,BXsv,6.52,2009.54,20.099999999999998
2009.54,QNsv,2.09,2009.54,20.099999999999998
2009.6,BKsv,5.6,2009.6,21.569999999999997
2009.6,MNsv,6.39,2009.6,21.569999999999997
2009.6,BXsv,7.04,2009.6,21.569999999999997
2009.6,QNsv,2.54,2009.6,21.569999999999997
2010.36,BKsv,5.6,2010.36,44.82
2010.36,MNsv,6.39,2010.36,44.82
2010.36,BXsv,7.04,2010.36,44.82
2010.36,QNsv,2.54,2010.36,44.82
2010.18,BKsv,5.6,2010.18,21.569999999999997
2010.18,MNsv,6.39,2010.18,21.569999999999997
2010.18,BXsv,7.04,2010.18,21.569999999999997
2010.18,QNsv,2.54,2010.18,21.569999999999997
2009.75,BKsv,5.6,2009.75,21.569999999999997
2009.75,MNsv,6.39,2009.75,21.569999999999997
2009.75,BXsv,7.04,2009.75,21.569999999999997
2009.75,QNsv,2.54,2009.75,21.569999999999997
2009.8,BKsv,6.25,2009.8,22.48
2009.8,MNsv,6.17,2009.8,22.48
2009.8,BXsv,7.06,2009.8,22.48
2009.8,QNsv,3,2009.8,22.48
2010.57,BKsv,6.25,2010.57,46.58
2010.57,MNsv,6.17,2010.57,46.58
2010.57,BXsv,7.06,2010.57,46.58
2010.57,QNsv,3,2010.57,46.58
2010.38,BKsv,6.25,2010.38,22.48
2010.38,MNsv,6.17,2010.38,22.48
2010.38,BXsv,7.06,2010.38,22.48
2010.38,QNsv,3,2010.38,22.48
2009.95,BKsv,6.25,2009.95,41.010000000000005
2009.95,MNsv,6.17,2009.95,41.010000000000005
2009.95,BXsv,7.06,2009.95,41.010000000000005
2009.95,QNsv,3,2009.95,41.010000000000005
2010.01,BKsv,6.92,2010.01,22.89
2010.01,MNsv,5.91,2010.01,22.89
2010.01,BXsv,6.76,2010.01,22.89
2010.01,QNsv,3.3,2010.01,22.89
2010.77,BKsv,6.92,2010.77,48.660000000000004
2010.77,MNsv,5.91,2010.77,48.660000000000004
2010.77,BXsv,6.76,2010.77,48.660000000000004
2010.77,QNsv,3.3,2010.77,48.660000000000004
2010.58,BKsv,6.92,2010.58,22.89
2010.58,MNsv,5.91,2010.58,22.89
2010.58,BXsv,6.76,2010.58,22.89
2010.58,QNsv,3.3,2010.58,22.89
2010.16,BKsv,6.92,2010.16,42.98999999999999
2010.16,MNsv,5.91,2010.16,42.98999999999999
2010.16,BXsv,6.76,2010.16,42.98999999999999
2010.16,QNsv,3.3,2010.16,42.98999999999999
2010.21,BKsv,7.52,2010.21,23.25
2010.21,MNsv,5.81,2010.21,23.25
2010.21,BXsv,6.42,2010.21,23.25
2010.21,QNsv,3.5,2010.21,23.25
2010.98,BKsv,7.52,2010.98,51.38999999999999
2010.98,MNsv,5.81,2010.98,51.38999999999999
2010.98,BXsv,6.42,2010.98,51.38999999999999
2010.98,QNsv,3.5,2010.98,51.38999999999999
2010.79,BKsv,7.52,2010.79,23.25
2010.79,MNsv,5.81,2010.79,23.25
2010.79,BXsv,6.42,2010.79,23.25
2010.79,QNsv,3.5,2010.79,23.25
2010.36,BKsv,7.52,2010.36,44.82
2010.36,MNsv,5.81,2010.36,44.82
2010.36,BXsv,6.42,2010.36,44.82
2010.36,QNsv,3.5,2010.36,44.82
2010.42,BKsv,8.11,2010.42,24.099999999999998
2010.42,MNsv,6.09,2010.42,24.099999999999998
2010.42,BXsv,6.22,2010.42,24.099999999999998
2010.42,QNsv,3.68,2010.42,24.099999999999998
2011.18,BKsv,8.11,2011.18,54.629999999999995
2011.18,MNsv,6.09,2011.18,54.629999999999995
2011.18,BXsv,6.22,2011.18,54.629999999999995
2011.18,QNsv,3.68,2011.18,54.629999999999995
2010.99,BKsv,8.11,2010.99,24.099999999999998
2010.99,MNsv,6.09,2010.99,24.099999999999998
2010.99,BXsv,6.22,2010.99,24.099999999999998
2010.99,QNsv,3.68,2010.99,24.099999999999998
2010.57,BKsv,8.11,2010.57,46.58
2010.57,MNsv,6.09,2010.57,46.58
2010.57,BXsv,6.22,2010.57,46.58
2010.57,QNsv,3.68,2010.57,46.58
2010.62,BKsv,8.8,2010.62,25.77
2010.62,MNsv,6.68,2010.62,25.77
2010.62,BXsv,6.42,2010.62,25.77
2010.62,QNsv,3.87,2010.62,25.77
2011.37,BKsv,8.8,2011.37,25.77
2011.37,MNsv,6.68,2011.37,25.77
2011.37,BXsv,6.42,2011.37,25.77
2011.37,QNsv,3.87,2011.37,25.77
2011.19,BKsv,8.8,2011.19,25.77
2011.19,MNsv,6.68,2011.19,25.77
2011.19,BXsv,6.42,2011.19,25.77
2011.19,QNsv,3.87,2011.19,25.77
2010.77,BKsv,8.8,2010.77,48.660000000000004
2010.77,MNsv,6.68,2010.77,48.660000000000004
2010.77,BXsv,6.42,2010.77,48.660000000000004
2010.77,QNsv,3.87,2010.77,48.660000000000004
2010.83,BKsv,9.52,2010.83,28.140000000000004
2010.83,MNsv,7.4,2010.83,28.140000000000004
2010.83,BXsv,7.17,2010.83,28.140000000000004
2010.83,QNsv,4.05,2010.83,28.140000000000004
2011.52,BKsv,9.52,2011.52,28.140000000000004
2011.52,MNsv,7.4,2011.52,28.140000000000004
2011.52,BXsv,7.17,2011.52,28.140000000000004
2011.52,QNsv,4.05,2011.52,28.140000000000004
2011.55,BKsv,9.52,2011.55,28.140000000000004
2011.55,MNsv,7.4,2011.55,28.140000000000004
2011.55,BXsv,7.17,2011.55,28.140000000000004
2011.55,QNsv,4.05,2011.55,28.140000000000004
2010.98,BKsv,9.52,2010.98,51.38999999999999
2010.98,MNsv,7.4,2010.98,51.38999999999999
2010.98,BXsv,7.17,2010.98,51.38999999999999
2010.98,QNsv,4.05,2010.98,51.38999999999999
2011.03,BKsv,10.25,2011.03,30.53
2011.03,MNsv,8.13,2011.03,30.53
2011.03,BXsv,7.9,2011.03,30.53
2011.03,QNsv,4.25,2011.03,30.53
2011.66,BKsv,10.25,2011.66,30.53
2011.66,MNsv,8.13,2011.66,30.53
2011.66,BXsv,7.9,2011.66,30.53
2011.66,QNsv,4.25,2011.66,30.53
2011.71,BKsv,10.25,2011.71,30.53
2011.71,MNsv,8.13,2011.71,30.53
2011.71,BXsv,7.9,2011.71,30.53
2011.71,QNsv,4.25,2011.71,30.53
2011.18,BKsv,10.25,2011.18,54.629999999999995
2011.18,MNsv,8.13,2011.18,54.629999999999995
2011.18,BXsv,7.9,2011.18,54.629999999999995
2011.18,QNsv,4.25,2011.18,54.629999999999995
2011.23,BKsv,10.95,2011.23,32.9
2011.23,MNsv,8.88,2011.23,32.9
2011.23,BXsv,8.67,2011.23,32.9
2011.23,QNsv,4.4,2011.23,32.9
2011.79,BKsv,10.95,2011.79,70.48
2011.79,MNsv,8.88,2011.79,70.48
2011.79,BXsv,8.67,2011.79,70.48
2011.79,QNsv,4.4,2011.79,70.48
2011.86,BKsv,10.95,2011.86,32.9
2011.86,MNsv,8.88,2011.86,32.9
2011.86,BXsv,8.67,2011.86,32.9
2011.86,QNsv,4.4,2011.86,32.9
2011.39,BKsv,10.95,2011.39,32.9
2011.39,MNsv,8.88,2011.39,32.9
2011.39,BXsv,8.67,2011.39,32.9
2011.39,QNsv,4.4,2011.39,32.9
2011.41,BKsv,11.71,2011.41,35.26
2011.41,MNsv,9.64,2011.41,35.26
2011.41,BXsv,9.44,2011.41,35.26
2011.41,QNsv,4.47,2011.41,35.26
2011.92,BKsv,11.71,2011.92,35.26
2011.92,MNsv,9.64,2011.92,35.26
2011.92,BXsv,9.44,2011.92,35.26
2011.92,QNsv,4.47,2011.92,35.26
2012.03,BKsv,11.71,2012.03,72.84
2012.03,MNsv,9.64,2012.03,72.84
2012.03,BXsv,9.44,2012.03,72.84
2012.03,QNsv,4.47,2012.03,72.84
2011.59,BKsv,11.71,2011.59,72.84
2011.59,MNsv,9.64,2011.59,72.84
2011.59,BXsv,9.44,2011.59,72.84
2011.59,QNsv,4.47,2011.59,72.84
2011.59,BKsv,12.46,2011.59,72.84
2011.59,MNsv,10.37,2011.59,72.84
2011.59,BXsv,10.16,2011.59,72.84
2011.59,QNsv,4.59,2011.59,72.84
2012.03,BKsv,12.46,2012.03,72.84
2012.03,MNsv,10.37,2012.03,72.84
2012.03,BXsv,10.16,2012.03,72.84
2012.03,QNsv,4.59,2012.03,72.84
2012.22,BKsv,12.46,2012.22,37.58
2012.22,MNsv,10.37,2012.22,37.58
2012.22,BXsv,10.16,2012.22,37.58
2012.22,QNsv,4.59,2012.22,37.58
2011.79,BKsv,12.46,2011.79,70.48
2011.79,MNsv,10.37,2011.79,70.48
2011.79,BXsv,10.16,2011.79,70.48
2011.79,QNsv,4.59,2011.79,70.48
2011.77,BKsv,13.22,2011.77,39.8
2011.77,MNsv,11.11,2011.77,39.8
2011.77,BXsv,10.65,2011.77,39.8
2011.77,QNsv,4.82,2011.77,39.8
2012.14,BKsv,13.22,2012.14,39.8
2012.14,MNsv,11.11,2012.14,39.8
2012.14,BXsv,10.65,2012.14,39.8
2012.14,QNsv,4.82,2012.14,39.8
2012.43,BKsv,13.22,2012.43,39.8
2012.43,MNsv,11.11,2012.43,39.8
2012.43,BXsv,10.65,2012.43,39.8
2012.43,QNsv,4.82,2012.43,39.8
2012,BKsv,13.22,2012,39.8
2012,MNsv,11.11,2012,39.8
2012,BXsv,10.65,2012,39.8
2012,QNsv,4.82,2012,39.8
2011.95,BKsv,13.98,2011.95,42.14
2011.95,MNsv,11.91,2011.95,42.14
2011.95,BXsv,10.96,2011.95,42.14
2011.95,QNsv,5.29,2011.95,42.14
2012.27,BKsv,13.98,2012.27,42.14
2012.27,MNsv,11.91,2012.27,42.14
2012.27,BXsv,10.96,2012.27,42.14
2012.27,QNsv,5.29,2012.27,42.14
2012.63,BKsv,13.98,2012.63,42.14
2012.63,MNsv,11.91,2012.63,42.14
2012.63,BXsv,10.96,2012.63,42.14
2012.63,QNsv,5.29,2012.63,42.14
2012.2,BKsv,13.98,2012.2,42.14
2012.2,MNsv,11.91,2012.2,42.14
2012.2,BXsv,10.96,2012.2,42.14
2012.2,QNsv,5.29,2012.2,42.14
2012.15,BKsv,14.68,2012.15,44.5
2012.15,MNsv,12.65,2012.15,44.5
2012.15,BXsv,11.2,2012.15,44.5
2012.15,QNsv,5.97,2012.15,44.5
2012.38,BKsv,14.68,2012.38,44.5
2012.38,MNsv,12.65,2012.38,44.5
2012.38,BXsv,11.2,2012.38,44.5
2012.38,QNsv,5.97,2012.38,44.5
2012.84,BKsv,14.68,2012.84,44.5
2012.84,MNsv,12.65,2012.84,44.5
2012.84,BXsv,11.2,2012.84,44.5
2012.84,QNsv,5.97,2012.84,44.5
2012.35,BKsv,15.18,2012.35,46.85
2012.35,MNsv,13.48,2012.35,46.85
2012.35,BXsv,11.49,2012.35,46.85
2012.35,QNsv,6.7,2012.35,46.85
2012.49,BKsv,15.18,2012.49,46.85
2012.49,MNsv,13.48,2012.49,46.85
2012.49,BXsv,11.49,2012.49,46.85
2012.49,QNsv,6.7,2012.49,46.85
2013.04,BKsv,15.18,2013.04,46.85
2013.04,MNsv,13.48,2013.04,46.85
2013.04,BXsv,11.49,2013.04,46.85
2013.04,QNsv,6.7,2013.04,46.85
2012.51,BKsv,15.18,2012.51,46.85
2012.51,MNsv,13.48,2012.51,46.85
2012.51,BXsv,11.49,2012.51,46.85
2012.51,QNsv,6.7,2012.51,46.85
2012.55,BKsv,15.31,2012.55,48.989999999999995
2012.55,MNsv,14.28,2012.55,48.989999999999995
2012.55,BXsv,11.96,2012.55,48.989999999999995
2012.55,QNsv,7.44,2012.55,48.989999999999995
2012.58,BKsv,15.31,2012.58,48.989999999999995
2012.58,MNsv,14.28,2012.58,48.989999999999995
2012.58,BXsv,11.96,2012.58,48.989999999999995
2012.58,QNsv,7.44,2012.58,48.989999999999995
2013.25,BKsv,15.31,2013.25,48.989999999999995
2013.25,MNsv,14.28,2013.25,48.989999999999995
2013.25,BXsv,11.96,2013.25,48.989999999999995
2013.25,QNsv,7.44,2013.25,48.989999999999995
2012.62,BKsv,15.31,2012.62,48.989999999999995
2012.62,MNsv,14.28,2012.62,48.989999999999995
2012.62,BXsv,11.96,2012.62,48.989999999999995
2012.62,QNsv,7.44,2012.62,48.989999999999995
2012.82,BKsv,15.33,2012.82,51.32000000000001
2012.82,MNsv,15.1,2012.82,51.32000000000001
2012.82,BXsv,12.66,2012.82,51.32000000000001
2012.82,QNsv,8.23,2012.82,51.32000000000001
2012.68,BKsv,15.33,2012.68,51.32000000000001
2012.68,MNsv,15.1,2012.68,51.32000000000001
2012.68,BXsv,12.66,2012.68,51.32000000000001
2012.68,QNsv,8.23,2012.68,51.32000000000001
2013.43,BKsv,15.33,2013.43,117.03
2013.43,MNsv,15.1,2013.43,117.03
2013.43,BXsv,12.66,2013.43,117.03
2013.43,QNsv,8.23,2013.43,117.03
2012.73,BKsv,15.33,2012.73,51.32000000000001
2012.73,MNsv,15.1,2012.73,51.32000000000001
2012.73,BXsv,12.66,2012.73,51.32000000000001
2012.73,QNsv,8.23,2012.73,51.32000000000001
2013.02,BKsv,15.51,2013.02,53.870000000000005
2013.02,MNsv,15.9,2013.02,53.870000000000005
2013.02,BXsv,13.44,2013.02,53.870000000000005
2013.02,QNsv,9.02,2013.02,53.870000000000005
2012.76,BKsv,15.51,2012.76,53.870000000000005
2012.76,MNsv,15.9,2012.76,53.870000000000005
2012.76,BXsv,13.44,2012.76,53.870000000000005
2012.76,QNsv,9.02,2012.76,53.870000000000005
2013.58,BKsv,15.51,2013.58,53.870000000000005
2013.58,MNsv,15.9,2013.58,53.870000000000005
2013.58,BXsv,13.44,2013.58,53.870000000000005
2013.58,QNsv,9.02,2013.58,53.870000000000005
2012.85,BKsv,15.51,2012.85,53.870000000000005
2012.85,MNsv,15.9,2012.85,53.870000000000005
2012.85,BXsv,13.44,2012.85,53.870000000000005
2012.85,QNsv,9.02,2012.85,53.870000000000005
